new_times,dat1_interp,dat2_interp
51.85294294,898.2549999,1021.077647
52.35294294,917.6090488,1032.158424
52.85294294,935.4552058,1025.742799
53.35294294,939.0075466,1019.326818
53.85294294,936.5820492,998.1092685
54.35294294,917.7879582,976.8917194
54.85294294,906.2862558,966.6456643
55.35294294,906.4685138,956.8286208
55.85294294,916.1242039,945.738361
56.35294294,932.8725808,937.4639859
56.85294294,934.332567,955.9016764
57.35294294,930.9318387,973.3974427
57.85294294,933.3906618,987.6292119
58.35294294,935.8467011,996.0552257
58.85294294,907.0138049,989.8104172
59.35294294,883.0236567,985.9038082
59.85294294,886.3072875,987.7811358
60.35294294,885.7789765,990.0279325
60.85294294,879.1801908,993.0702147
61.35294294,886.9498961,994.1172908
61.85294294,903.941551,991.2744785
62.35294294,904.4196106,985.8614818
62.85294294,901.2216481,975.6513919
63.35294294,878.1453395,961.2582429
63.85294294,846.1319181,939.7431383
64.35294294,785.6096061,921.7858918
64.85294294,766.9195927,908.5145926
65.35294294,787.3196229,904.9735706
65.85294294,826.5999415,908.5789241
66.35294294,849.2241875,913.3962519
66.85294294,849.8078286,918.5740402
67.35294294,817.2008619,927.9824295
67.85294294,773.8258688,937.0187539
68.35294294,770.690659,941.5176251
68.85294294,768.8536418,944.2844797
69.35294294,768.3967925,941.6054146
69.85294294,818.2655723,939.6668718
70.35294294,866.1706975,939.094943
70.85294294,907.1547097,938.7203671
71.35294294,922.3776878,938.566825
71.85294294,927.1321858,941.7438619
72.35294294,929.2222184,947.196278
72.85294294,931.0859044,951.2491627
73.35294294,941.9476152,954.7499382
73.85294294,950.6498114,950.3910981
74.35294294,947.6503355,944.3026219
74.85294294,947.8131514,952.3341128
75.35294294,957.2851705,962.0464001
75.85294294,957.6357541,983.8917122
76.35294294,941.9617533,1003.261282
76.85294294,939.8933982,999.8979858
77.35294294,955.4181303,995.7623307
77.85294294,956.1446338,983.9140894
78.35294294,945.7007206,972.3388272
78.85294294,927.4705106,963.2948198
79.35294294,904.9671155,953.6499657
79.85294294,913.9917248,940.6243859
80.35294294,932.8822605,927.255465
80.85294294,934.9506613,912.7973616
81.35294294,934.720827,900.8482187
81.85294294,918.897961,893.0234665
82.35294294,910.2117981,888.0707899
82.85294294,926.4192589,885.2793041
83.35294294,940.673048,882.9884332
83.85294294,952.1109146,880.9981122
84.35294294,946.2863189,886.534501
84.85294294,925.6159594,884.1967602
85.35294294,933.435829,859.464816
85.85294294,958.5083013,826.5369137
86.35294294,971.0741885,784.690225
86.85294294,980.2591337,753.5190325
87.35294294,966.5133748,728.7806739
87.85294294,949.0194325,715.5521621
88.35294294,944.3453618,707.7037547
88.85294294,941.1753386,709.9222026
89.35294294,949.2894142,728.1762657
89.85294294,953.218205,782.3710031
90.35294294,926.3603875,847.9269364
90.85294294,910.0231131,923.2422917
91.35294294,934.0356685,931.8218385
91.85294294,950.3373467,929.1791765
92.35294294,954.9121873,922.2985329
92.85294294,953.1741796,913.5567428
93.35294294,945.1145211,892.6630499
93.85294294,926.7827026,872.5198135
94.35294294,901.1712744,854.1524247
94.85294294,901.6441179,840.7935124
95.35294294,913.2053555,831.6821377
95.85294294,926.0298539,841.8851158
96.35294294,936.6502521,860.8236687
96.85294294,922.6735753,902.5768885
97.35294294,913.3353808,945.7081301
97.85294294,921.3893771,990.3133864
98.35294294,935.6072086,1021.49866
98.85294294,959.5774354,1044.965387
99.35294294,974.3861215,1036.76522
99.85294294,981.219757,1009.292505
100.3529429,976.304823,993.3410169
100.8529429,963.3314838,988.2844509
101.3529429,964.8968692,994.7783895
101.8529429,975.1797905,1011.845409
102.3529429,967.9439692,1018.259946
102.8529429,953.4904581,1015.971286
103.3529429,955.4111783,1018.735234
103.8529429,962.7360855,1026.328163
104.3529429,963.8622959,1019.29645
104.8529429,963.9121475,996.5232028
105.3529429,960.578088,980.7803342
105.8529429,956.9673162,974.7031076
106.3529429,953.0645454,969.7662877
106.8529429,951.4883289,966.1987455
107.3529429,975.7404906,974.6216552
107.8529429,996.6995345,994.4900091
108.3529429,1003.025059,1013.654134
108.8529429,1005.742886,1032.313957
109.3529429,993.3392498,1036.721837
109.8529429,978.0900275,1030.688141
110.3529429,949.5513263,1017.191514
110.8529429,930.6049094,996.1341458
111.3529429,947.7189446,974.0890045
111.8529429,962.3715301,950.7940284
112.3529429,972.5732466,929.7122208
112.8529429,978.1629686,911.0992503
113.3529429,977.8498681,899.4894268
113.8529429,975.5009364,892.6331006
114.3529429,970.9642776,912.6418385
114.8529429,954.526671,939.9685844
115.3529429,927.3922449,985.5527028
115.8529429,924.5317098,1024.162061
116.3529429,938.6086924,1014.734454
116.8529429,948.9116388,1005.540351
117.3529429,957.9999977,999.1822555
117.8529429,961.6721834,994.186909
118.3529429,964.5525841,1009.113771
118.8529429,934.8166324,1022.635138
119.3529429,904.8550957,1019.440962
119.8529429,927.739052,1015.890169
120.3529429,947.5512499,1001.480104
120.8529429,956.2267445,987.0700391
121.3529429,962.0212196,992.722945
121.8529429,961.8276958,998.1359025
122.3529429,956.7672671,993.4791149
122.8529429,944.426908,988.7503381
123.3529429,942.8562501,981.5658804
123.8529429,953.0820894,973.4958656
124.3529429,958.7287418,948.8000955
124.8529429,961.3390689,924.9580551
125.3529429,957.9750782,908.7082739
125.8529429,951.8888979,897.7245158
126.3529429,962.2447676,902.7189888
126.8529429,977.7172192,916.1943187
127.3529429,980.2150488,939.8318522
127.8529429,980.6318534,941.4728641
128.3529429,979.9655252,930.9555823
128.8529429,979.1816053,937.7555619
129.3529429,989.0601756,950.4042078
129.8529429,999.6106399,964.9898817
130.3529429,992.147052,979.8126896
130.8529429,984.3616784,993.9327336
131.3529429,962.6007031,1007.383739
131.8529429,941.0262663,997.373308
132.3529429,948.8967135,987.2930344
132.8529429,955.6075001,971.4855704
133.3529429,954.7308473,956.2182675
133.8529429,955.219476,954.9778299
134.3529429,960.5169598,954.4196736
134.8529429,960.4560828,958.6570951
135.3529429,948.6360095,965.6564801
135.8529429,941.6088196,982.6354211
136.3529429,942.246831,989.4522909
136.8529429,950.0958979,971.726698
137.3529429,965.0987334,960.2611719
137.8529429,979.2500021,963.1596863
138.3529429,992.8723621,970.1302552
138.8529429,982.1450819,983.6118907
139.3529429,959.7030464,993.7661571
139.8529429,947.5137927,999.9330106
140.3529429,940.136604,1005.253078
140.8529429,948.5306075,1009.629537
141.3529429,961.490027,1018.363675
141.8529429,955.6890529,1032.07946
142.3529429,947.7698728,1044.873687
142.8529429,949.6461292,1056.507639
143.3529429,951.9196353,1062.12178
143.8529429,955.6717023,1057.18224
144.3529429,958.8032159,1048.634366
144.8529429,959.0005411,1028.365482
145.3529429,957.8225333,1007.065804
145.8529429,952.6690561,978.779951
146.3529429,950.7368618,953.2767722
146.8529429,955.0930231,950.9556878
147.3529429,965.1731675,946.8481039
147.8529429,982.5319918,935.5998837
148.3529429,991.2650247,933.1110788
148.8529429,992.1985617,950.875046
149.3529429,989.5574967,971.9741676
149.8529429,983.9152827,997.2089167
150.3529429,986.8205037,1009.781035
150.8529429,996.4865523,1010.8969
151.3529429,995.9828065,1023.524336
151.8529429,988.5713299,1047.36256
152.3529429,977.2827248,1060.386612
152.8529429,963.35194,1061.868744
153.3529429,936.661505,1057.396256
153.8529429,902.2687766,1042.536798
154.3529429,907.5631393,1027.238406
154.8529429,929.2760749,1010.54058
155.3529429,946.6388795,992.9665893
155.8529429,963.3558471,971.2993703
156.3529429,975.7253666,950.206667
156.8529429,984.2707543,931.6833664
157.3529429,968.4918237,914.3541729
157.8529429,953.8846601,900.1643252
158.3529429,945.2932924,888.2528664
158.8529429,942.4189756,879.252651
159.3529429,956.4732994,888.8727647
159.8529429,970.3463355,908.3170949
160.3529429,983.9168574,926.7652799
160.8529429,999.3623446,943.8650242
161.3529429,1017.153934,947.0570553
161.8529429,1026.095203,945.4934072
162.3529429,1024.700075,924.2585941
162.8529429,1022.183845,911.6584703
163.3529429,1018.039542,919.6506499
163.8529429,1005.302285,928.8755852
164.3529429,977.2918512,939.4530208
164.8529429,960.4728279,950.0367895
165.3529429,966.4506086,960.6242908
165.8529429,960.3375976,946.1165679
166.3529429,936.9876078,922.902438
166.8529429,927.0351439,882.6146176
167.3529429,932.049531,838.4697608
167.8529429,947.3414296,838.5720425
168.3529429,968.8525453,838.7600351
168.8529429,988.9510584,836.9102638
169.3529429,1008.591482,856.6612063
169.8529429,1014.155523,889.384039
170.3529429,1016.350561,909.7504262
170.8529429,994.4328192,921.2362741
171.3529429,965.7975993,892.5172645
171.8529429,941.7619915,856.4269799
172.3529429,919.2722355,804.5431732
172.8529429,928.4051022,753.5600308
173.3529429,943.9607698,703.7103299
173.8529429,972.1948887,713.7653851
174.3529429,999.0688947,722.1969054
174.8529429,1015.203269,728.1651132
175.3529429,1024.910769,727.1260922
175.8529429,986.5329298,733.0620337
176.3529429,951.3378394,741.8729836
176.8529429,966.8801947,750.6839335
177.3529429,982.1753751,750.4826524
177.8529429,996.1551746,744.9579056
178.3529429,990.2451104,732.1591064
178.8529429,903.9019078,722.3289209
179.3529429,827.5567117,712.2562856
179.8529429,795.6891976,699.4537292
180.3529429,771.0430927,687.8368276
180.8529429,753.1510378,672.794882
181.3529429,731.0634238,654.075735
181.8529429,750.3167232,637.9447826
182.3529429,819.7346228,631.1598367
182.8529429,866.8976549,625.7072953
183.3529429,908.3189583,620.9091487
183.8529429,940.1933637,620.9689093
184.3529429,933.7024086,642.8111725
184.8529429,899.7540853,676.5690051
185.3529429,873.2556232,697.9061487
185.8529429,850.3297631,700.3739869
186.3529429,871.8414626,678.1376138
186.8529429,896.1198317,656.3024663
187.3529429,911.4911511,636.6132958
187.8529429,923.1642665,621.4257977
188.3529429,929.6533665,618.3727461
188.8529429,935.2124543,611.4746097
189.3529429,940.0853657,597.9630326
189.8529429,943.5535646,584.5010762
190.3529429,946.44973,590.8449802
190.8529429,944.9909926,658.5013391
191.3529429,942.6252471,940.3896036
191.8529429,940.7041994,1052.635769
192.3529429,938.8694527,1107.977172
192.8529429,938.1018359,1097.785288
193.3529429,937.8110645,1062.913444
193.8529429,939.8323602,1032.669978
194.3529429,941.5244431,1007.436731
194.8529429,942.4337138,983.6388847
195.3529429,941.0297115,962.0803236
195.8529429,936.3451175,936.7140152
196.3529429,933.0093042,905.7882674
196.8529429,930.8811385,886.5696276
197.3529429,908.0711769,878.6926381
197.8529429,874.575558,903.1182764
198.3529429,873.2657656,939.6870973
198.8529429,880.3220187,969.4274845
199.3529429,891.3798719,997.1558576
199.8529429,901.4873915,1006.934246
200.3529429,909.4201352,1014.951249
200.8529429,895.2219557,1007.098837
201.3529429,859.4130243,999.5338383
201.8529429,847.8581633,995.881397
202.3529429,847.7554575,991.8557925
202.8529429,873.5877154,982.7845784
203.3529429,899.0051468,975.2672306
203.8529429,922.3144954,984.7156127
204.3529429,928.8455646,994.1746329
204.8529429,918.8193897,1003.701841
205.3529429,908.0497145,1011.457149
205.8529429,896.8536522,1009.106526
206.3529429,907.7023344,1006.204858
206.8529429,923.6752105,999.4655902
207.3529429,926.6761728,991.9950708
207.8529429,925.3857304,978.6951083
208.3529429,902.9336112,967.5192555
208.8529429,887.6973171,971.2797981
209.3529429,888.5026771,978.2338968
209.8529429,894.2540958,998.7671069
210.3529429,904.2981504,1016.726862
210.8529429,912.4936791,1026.615131
211.3529429,920.0977885,1030.486811
211.8529429,924.6836881,1012.138933
212.3529429,926.5445554,996.7623994
212.8529429,906.25261,999.0076332
213.3529429,897.5070994,1000.152004
213.8529429,924.1851361,995.1265614
214.3529429,944.515014,990.7839432
214.8529429,957.5095487,990.3232729
215.3529429,961.827952,987.9563448
215.8529429,960.0408899,976.1407829
216.3529429,968.0571355,958.7493304
216.8529429,981.0965856,917.2747762
217.3529429,987.5134198,872.4301403
217.8529429,991.6314831,817.7347527
218.3529429,982.6103171,773.8280912
218.8529429,969.7398447,741.5084247
219.3529429,943.5609317,747.1686157
219.8529429,913.8077517,760.6443258
220.3529429,932.5108946,779.1631398
220.8529429,959.2541084,824.0729151
221.3529429,979.7998648,869.3846947
221.8529429,996.7999027,911.3888287
222.3529429,987.3628176,968.8788672
222.8529429,978.1021473,1034.660234
223.3529429,970.1060487,1026.905942
223.8529429,957.0852047,1000.677938
224.3529429,918.4997051,980.6051102
224.8529429,886.115998,963.1266747
225.3529429,873.6523924,953.774693
225.8529429,878.1861058,947.6194582
226.3529429,902.732146,950.9781439
226.8529429,930.6224153,956.696056
227.3529429,959.7783782,954.896327
227.8529429,959.4810893,952.3394964
228.3529429,956.1458216,960.0417808
228.8529429,959.0034956,966.6746415
229.3529429,962.7847414,961.7933815
229.8529429,977.397412,957.2954345
230.3529429,990.5246756,954.8840505
230.8529429,994.9478167,953.0631434
231.3529429,993.9902728,953.1135584
231.8529429,966.0031673,957.5635763
232.3529429,939.7490522,970.7961738
232.8529429,922.0318396,973.8930736
233.3529429,911.3951053,963.4141879
233.8529429,918.6736449,953.8582999
234.3529429,923.3115941,945.3402575
234.8529429,924.9065631,945.5746765
235.3529429,900.9317889,952.8274321
235.8529429,861.2492492,959.5289154
236.3529429,850.3267701,965.9611786
236.8529429,850.2123715,976.0277584
237.3529429,881.2508341,987.232814
237.8529429,906.8454393,982.0940995
238.3529429,923.0859806,973.523868
238.8529429,908.5364336,964.1248036
239.3529429,870.3907989,954.5773132
239.8529429,868.6822014,950.9884725
240.3529429,882.1563227,948.0347744
240.8529429,886.794557,946.3670635
241.3529429,887.4593116,945.0395235
241.8529429,874.6588636,946.7207994
242.3529429,850.409959,947.5544712
242.8529429,811.7231504,945.2104737
243.3529429,795.5751467,939.985676
243.8529429,795.1392268,928.4809977
244.3529429,848.2815101,923.5383858
244.8529429,891.1700322,927.3919316
245.3529429,924.8724115,933.4671086
245.8529429,931.6255312,941.1281852
246.3529429,930.8073482,965.2849143
246.8529429,893.7425198,995.6832639
247.3529429,856.6948479,997.5673888
247.8529429,877.315829,993.9808681
248.3529429,893.189739,980.694593
248.8529429,899.9922767,965.5314441
249.3529429,891.2502844,968.2958287
249.8529429,870.3849413,974.1972534
250.3529429,859.1921432,966.5469363
250.8529429,851.7577951,957.7903581
251.3529429,868.7741483,955.7293487
251.8529429,878.98283,953.7262601
252.3529429,874.8994569,949.9707433
252.8529429,863.9849306,947.8381525
253.3529429,847.7473899,954.7462977
253.8529429,875.3357893,963.8980126
254.3529429,909.2486056,979.4813637
254.8529429,918.4684262,989.3848537
255.3529429,918.958754,988.2076621
255.8529429,900.0314628,988.0402522
256.3529429,880.1272115,989.6733546
256.8529429,859.0783101,988.4798685
257.3529429,859.41977,982.7598841
257.8529429,869.7884336,982.7699977
258.3529429,877.0135689,991.2668179
258.8529429,877.5786286,991.2504879
259.3529429,856.8377417,980.5890956
259.8529429,853.9493764,974.0120889
260.3529429,871.1039594,972.3792699
260.8529429,882.8259623,980.7087166
261.3529429,892.4933396,998.8862076
261.8529429,885.2138111,1003.192785
262.3529429,879.3891481,996.5896246
262.8529429,878.0680765,983.8591595
263.3529429,882.8044103,966.0332118
263.8529429,893.9794112,949.2978417
264.3529429,896.9896655,933.4235821
264.8529429,896.979622,928.7854339
265.3529429,893.9989621,930.4006343
265.8529429,893.2310734,944.1713585
266.3529429,907.0589394,961.2328353
266.8529429,915.9324168,963.5151091
267.3529429,915.9783184,964.6059004
267.8529429,901.4935063,963.0586453
268.3529429,874.0009483,962.8715265
268.8529429,874.6449405,980.4157149
269.3529429,887.5987038,992.2087365
269.8529429,899.3336693,970.8936902
270.3529429,908.9758539,949.8114955
270.8529429,909.7887062,929.9770035
271.3529429,910.2611758,911.5997432
271.8529429,910.1556106,897.5614545
272.3529429,893.2445621,881.8963074
272.8529429,862.5845739,863.995152
273.3529429,868.44832,852.8798092
273.8529429,887.5994114,845.54381
274.3529429,895.9002587,855.8388054
274.8529429,900.7350293,874.6147899
275.3529429,894.9664002,916.220974
275.8529429,892.7540397,954.6394206
276.3529429,895.0305019,989.9653334
276.8529429,907.2411529,1025.432691
277.3529429,924.6026365,1060.981646
277.8529429,935.2153532,1065.36123
278.3529429,944.5867214,1051.307789
278.8529429,938.486408,1036.772082
279.3529429,932.7874347,1021.713921
279.8529429,929.9297034,1004.158941
280.3529429,923.2549043,982.7313436
280.8529429,905.5730037,962.9286609
281.3529429,895.0684631,945.9300367
281.8529429,895.2462951,933.0463349
282.3529429,897.6364938,925.6496195
282.8529429,901.4300136,922.4188736
283.3529429,904.4455363,922.5132906
283.8529429,907.3720148,910.6356866
284.3529429,914.932125,893.9009874
284.8529429,923.5585075,892.4630868
285.3529429,936.3829499,894.1684667
285.8529429,947.03493,904.5223823
286.3529429,953.8352072,910.3886294
286.8529429,954.8061354,905.5999379
287.3529429,949.241937,896.4301381
287.8529429,936.7647347,882.3740601
288.3529429,918.7804923,843.1115285
288.8529429,920.0659937,791.2416821
289.3529429,931.1439838,797.2150586
289.8529429,934.8383289,804.2440023
290.3529429,937.1011802,802.3002046
290.8529429,941.620928,803.7681069
291.3529429,945.1956946,811.3730492
291.8529429,939.4040785,853.1455689
292.3529429,938.3463725,906.1979791
292.8529429,955.548981,969.9901698
293.3529429,971.7341917,990.5009531
293.8529429,985.9112103,997.7327927
294.3529429,995.396498,967.8569315
294.8529429,997.9121263,928.4295142
295.3529429,999.2270806,917.2355608
295.8529429,998.8394558,913.2388235
296.3529429,1003.237736,934.6015093
296.8529429,1014.388342,953.6179773
297.3529429,1022.889906,949.1049954
297.8529429,1027.696439,939.6393807
298.3529429,1032.296354,912.7658217
298.8529429,1036.553074,892.1525514
299.3529429,1040.595038,884.231972
299.8529429,1044.168695,888.6534394
300.3529429,1042.570859,903.55601
300.8529429,1024.181103,923.2699994
301.3529429,1005.197038,944.3443823
301.8529429,982.6118972,950.1518085
302.3529429,965.1418075,954.4663528
302.8529429,983.5213626,947.1461046
303.3529429,998.5925499,939.9987527
303.8529429,1000.361428,933.7217475
304.3529429,995.2600774,930.1584105
304.8529429,963.1338146,933.4483094
305.3529429,936.8829054,929.7299293
305.8529429,934.2592172,916.5375628
306.3529429,944.6549222,894.5726503
306.8529429,982.1728761,865.5602842
307.3529429,975.6584943,816.5362806
307.8529429,917.3213165,760.5638978
308.3529429,903.1821824,723.2482275
308.8529429,942.101028,718.1707407
309.3529429,917.8907723,742.3082194
309.8529429,864.4426157,727.7166068
310.3529429,853.8427616,750.1436862
310.8529429,854.9453073,799.6704747
311.3529429,845.8616733,861.8858546
311.8529429,850.1255074,895.2314995
312.3529429,878.2560037,907.2766375
312.8529429,883.3470394,905.4778182
313.3529429,877.5258054,900.1927688
313.8529429,846.7665629,886.4804511
314.3529429,820.1311957,865.3813982
314.8529429,831.8515224,811.2740139
315.3529429,831.3825807,769.7124036
315.8529429,819.3570238,744.8420849
316.3529429,844.1992299,737.8929741
316.8529429,873.9572253,736.0731718
317.3529429,895.09702,738.1029694
317.8529429,911.0296327,760.0995023
318.3529429,920.9487952,762.2726022
318.8529429,918.106246,736.626002
319.3529429,908.4287638,728.8472317
319.8529429,901.580414,736.2995233
320.3529429,895.4287593,761.5196928
320.8529429,902.2455058,827.4327108
321.3529429,907.3848225,878.4788721
321.8529429,905.1949739,909.7462409
322.3529429,899.8761272,923.7876148
322.8529429,889.5166348,931.0880065
323.3529429,840.4377765,917.0824663
323.8529429,762.7771626,900.2908884
324.3529429,724.7028291,887.5821327
324.8529429,710.5521277,876.7585201
325.3529429,728.3476622,872.7482549
325.8529429,745.1414662,879.5311872
326.3529429,766.5806624,898.9098823
326.8529429,794.0875679,920.8078261
327.3529429,829.6815556,943.6840771
327.8529429,847.1202892,992.4739515
328.3529429,827.8947969,1043.12783
328.8529429,816.423904,1062.374328
329.3529429,809.4835247,1081.620826
329.8529429,795.8413345,1083.835987
330.3529429,792.0690205,1084.862061
330.8529429,805.1649761,1082.421874
331.3529429,820.3571124,1078.940369
331.8529429,833.5473675,1071.419205
332.3529429,835.2304323,1061.191292
332.8529429,831.2015387,1039.417668
333.3529429,821.7763868,1003.168301
333.8529429,811.6561531,974.5130871
334.3529429,802.4146566,961.0897742
334.8529429,797.1708945,940.6199338
335.3529429,787.7302402,908.3927803
335.8529429,775.4144426,876.856708
336.3529429,760.0873775,846.101991
336.8529429,741.4513127,832.4027848
337.3529429,718.8282702,827.1554797
337.8529429,737.4697253,869.8954286
338.3529429,758.9146968,913.5244184
338.8529429,781.0743727,958.7291551
339.3529429,808.9526103,983.5455105
339.8529429,828.375813,992.7448008
340.3529429,837.8143134,996.1342313
340.8529429,850.8706377,995.8026863
341.3529429,860.7333615,986.4041199
341.8529429,843.8487351,971.3751658
342.3529429,825.9775145,953.1001198
342.8529429,806.6587843,932.8820809
343.3529429,809.1142939,897.338505
343.8529429,821.783878,855.0396619
344.3529429,850.3585584,807.3654062
344.8529429,872.9988589,762.6590404
345.3529429,889.6724715,741.6372892
345.8529429,885.8071892,715.1387258
346.3529429,875.7817139,687.031967
346.8529429,872.7233588,669.7946424
347.3529429,873.6102945,672.0132428
347.8529429,887.2096818,678.5957387
348.3529429,898.9454633,681.3620539
348.8529429,908.7422728,664.0287675
349.3529429,915.6421372,655.6974794
349.8529429,921.3110789,652.5651507
350.3529429,919.3419098,652.4653693
350.8529429,916.2885858,657.8913403
351.3529429,912.4644627,685.1193261
351.8529429,903.1293779,716.5952305
352.3529429,871.9736953,744.7612218
352.8529429,862.045261,751.2849606
353.3529429,886.3405942,749.2040305
353.8529429,900.3173398,742.4790962
354.3529429,909.3782677,758.6247228
354.8529429,919.7150759,775.2742404
355.3529429,930.5880352,791.9424576
355.8529429,946.6095135,802.8031958
356.3529429,960.9315915,800.6847559
356.8529429,968.8297884,784.0640207
357.3529429,972.0570317,774.6494415
357.8529429,963.8841059,768.9517392
358.3529429,950.5827796,769.3110777
358.8529429,927.4047808,773.0702168
359.3529429,915.4382605,775.7265013
359.8529429,918.6545713,770.3303729
360.3529429,922.6551711,764.142943
360.8529429,927.1860253,758.2973621
361.3529429,903.0691602,757.6954725
361.8529429,869.7422969,758.4644227
362.3529429,837.23389,759.9242917
362.8529429,813.7197489,759.4975289
363.3529429,834.5158647,764.2331395
363.8529429,865.4119517,771.9113388
364.3529429,904.6779427,763.8784295
364.8529429,928.1348449,753.6094055
365.3529429,948.7186395,741.1894261
365.8529429,962.384601,728.452284
366.3529429,972.8255355,719.3934749
366.8529429,963.8021122,714.6580995
367.3529429,954.3733264,721.0656069
367.8529429,943.2595642,690.8222033
368.3529429,935.478292,656.5529718
368.8529429,936.2296309,695.9406226
369.3529429,937.1594196,735.3282734
369.8529429,938.3456517,768.4564153
370.3529429,943.2281892,767.4483981
370.8529429,951.2978641,754.9953842
371.3529429,951.987661,735.6557155
371.8529429,948.8620512,718.4629446
372.3529429,932.6962972,701.0847685
372.8529429,912.209271,683.8835574
373.3529429,911.1601372,667.9775072
373.8529429,913.0651757,664.9579794
374.3529429,905.874361,685.8020379
374.8529429,894.7995404,738.2599117
375.3529429,869.0959869,841.8495103
375.8529429,860.7665601,866.6000106
376.3529429,877.4992243,858.7460847
376.8529429,881.7476233,840.8830122
377.3529429,880.6859294,833.8146006
377.8529429,881.9728354,860.9681111
378.3529429,875.5881923,916.8880129
378.8529429,832.3809184,992.6373449
379.3529429,806.0506422,1021.107311
379.8529429,804.1040886,1041.093196
380.3529429,818.4812095,1039.761666
380.8529429,841.3770793,1034.355514
381.3529429,882.9329663,1003.346547
381.8529429,904.4058578,963.8456288
382.3529429,907.3993917,934.4287718
382.8529429,922.4053735,909.6509828
383.3529429,942.1972055,885.3744597
383.8529429,935.9018783,861.2375822
384.3529429,926.8150465,844.9762353
384.8529429,932.5374794,836.0082584
385.3529429,935.6362306,848.0097582
385.8529429,924.6124017,863.9549824
386.3529429,907.5999083,882.6812181
386.8529429,875.335609,922.3379251
387.3529429,836.8187889,962.7018152
387.8529429,790.6151624,985.9218424
388.3529429,753.5942977,996.7756209
388.8529429,722.1954089,955.0476819
389.3529429,701.4311999,917.9615686
389.8529429,681.3197965,901.8846079
390.3529429,669.9079402,888.9833412
390.8529429,675.3737966,882.2681553
